entry_date,exit_date,direction,entry,exit,pips,pnl,result,regime,session,day_type,trend_dir,adx,volatility,stoch_k
2023-12-11 17:00:00+00:00,2023-12-12 01:00:00+00:00,SELL,157.36000061035156,156.75918579101562,60.08148193359375,81.11000061035156,TP,STRONG_TREND_UP,NEW_YORK,MONDAY,BULLISH,73.53935629194855,1.0641750549722429,74.5429604991624
2023-12-19 17:00:00+00:00,2023-12-20 10:00:00+00:00,SELL,157.85299682617188,157.01136757986887,84.16292463030004,113.61994825090507,TP,NORMAL,NEW_YORK,MID_WEEK,BEARISH,23.415245109306834,1.150056289890995,74.8412557596873
2024-02-08 22:00:00+00:00,2024-02-09 08:00:00+00:00,SELL,160.84100341796875,161.12568174089705,-28.467832292830053,-38.43157359532057,SL,STRONG_TREND_UP,NEW_YORK,MID_WEEK,BULLISH,65.2742651348929,0.9338756167929102,82.21959213401311
2024-03-27 21:00:00+00:00,2024-03-28 08:00:00+00:00,BUY,163.6999969482422,163.28235789707728,-41.76390511649117,-56.38127190726309,SL,TREND_DOWN,NEW_YORK,MID_WEEK,BEARISH,28.956041592364404,1.0409754950610541,28.150344606507453
2024-03-28 21:00:00+00:00,2024-03-29 02:00:00+00:00,BUY,163.2779998779297,162.94221224103654,-33.57876368931443,-45.33133098057448,SL,STRONG_TREND_DOWN,NEW_YORK,MID_WEEK,BEARISH,48.08042870333875,1.0387870441293947,29.87932763913797
2024-04-04 12:00:00+01:00,2024-04-04 15:00:00+01:00,SELL,164.67999267578125,164.8723155430385,-19.232286725724634,-25.963587079728256,SL,STRONG_TREND_UP,LONDON,MID_WEEK,BULLISH,51.15864104475992,0.8783730557993655,70.98800544083096
2024-04-23 02:00:00+01:00,2024-04-23 08:00:00+01:00,SELL,164.8470001220703,165.0741457257952,-22.714560372489245,-30.664656502860485,SL,RANGING,ASIAN,MID_WEEK,BULLISH,15.00717150503056,0.8982495067120777,71.20162244380599
2024-04-24 05:00:00+01:00,2024-04-24 08:00:00+01:00,SELL,165.7550048828125,165.52113538469587,23.38694981166327,31.57238224574542,TP,LOW_VOLATILITY,ASIAN,MID_WEEK,BEARISH,36.07480288668525,0.5713373724922303,78.12786560539926
2024-05-07 15:00:00+01:00,2024-05-08 07:00:00+01:00,SELL,166.42799377441406,166.83170700073242,-40.37132263183594,-54.50128555297852,SL,NORMAL,LONDON,MID_WEEK,BEARISH,21.4653901558524,1.228809922080675,85.08513425016372
2024-05-09 22:00:00+01:00,2024-05-10 08:00:00+01:00,SELL,167.6230010986328,167.88957486833846,-26.657376970564428,-35.98745891026198,SL,HIGH_VOLATILITY,NEW_YORK,MID_WEEK,BULLISH,36.38727630995869,0.9871400273157879,81.39872842870118
