id,pair,direction,entry_price,exit_price,stop_loss,take_profit,position_size,entry_time,exit_time,status,pnl,pnl_pips,strategy,timeframe,confidence,mfe,mae
1,GBPUSD,SELL,1.31314,1.3154139285714286,1.3154139285714286,1.3088921428571427,0.46,2025-11-26 23:00:00,2025-11-26 23:15:00,CLOSED_SL,-104.60071428571594,-22.739285714286073,TrendFollowing,M15,75.0,0.0,-24.500000000000632
2,EURUSD,SELL,1.15502,1.1564432142857142,1.1564432142857142,1.1524735714285714,0.75,2025-11-27 00:45:00,2025-11-27 01:30:00,CLOSED_SL,-106.7410714285677,-14.23214285714236,TrendFollowing,M15,75.0,0.0,-25.699999999999612
3,EURUSD,BUY,1.1602999999999999,1.1610635714285713,1.1597682142857142,1.1610635714285713,2.27,2025-11-27 10:45:00,2025-11-27 12:45:00,CLOSED_TP,173.33071428571213,7.63571428571419,TrendFollowing,M15,75.0,6.300000000001305,-0.8999999999992347
4,GBPUSD,BUY,1.32559,1.3249092857142857,1.3249092857142857,1.3266514285714288,1.69,2025-11-27 12:15:00,2025-11-27 14:30:00,CLOSED_SL,-115.04071428572814,-6.807142857143678,TrendFollowing,M15,75.0,4.500000000000615,-6.099999999999994
5,GBPUSD,BUY,1.32656,1.3255760714285714,1.3255760714285714,1.3282278571428572,1.11,2025-11-27 16:30:00,2025-11-27 17:15:00,CLOSED_SL,-109.21607142857394,-9.83928571428594,TrendFollowing,M15,75.0,0.0,-12.999999999998568
7,GBPUSD,BUY,1.32411,1.3236724999999998,1.3236724999999998,1.324685,2.89,2025-11-28 08:15:00,2025-11-28 09:00:00,CLOSED_SL,-126.43750000002619,-4.375000000000906,TrendFollowing,M15,75.0,0.0,-6.099999999999994
8,GBPUSD,BUY,1.32399,1.3234989285714285,1.3234989285714285,1.3246721428571429,2.46,2025-11-28 09:15:00,2025-11-28 09:45:00,CLOSED_SL,-120.80357142859421,-4.910714285715212,TrendFollowing,M15,75.0,0.0,-3.2999999999994145
6,EURUSD,BUY,1.15979,1.1594082142857145,1.1594082142857145,1.1602535714285716,3.46,2025-11-28 08:00:00,2025-11-28 11:45:00,CLOSED_SL,-132.09785714281708,-3.817857142855985,TrendFollowing,M15,75.0,4.099999999997994,-3.60000000000138
9,GBPUSD,BUY,1.32418,1.3236482142857142,1.3236482142857142,1.3249435714285713,2.2,2025-11-28 10:00:00,2025-11-28 11:45:00,CLOSED_SL,-116.99285714285247,-5.31785714285693,TrendFollowing,M15,75.0,2.500000000000835,-5.599999999998939
10,EURUSD,SELL,1.15826,1.1571364285714287,1.1589717857142858,1.1571364285714287,1.51,2025-11-28 17:45:00,2025-11-28 19:45:00,CLOSED_TP,169.6592857142716,11.23571428571335,TrendFollowing,M15,75.0,12.199999999999989,-3.6999999999998145
11,EURUSD,BUY,1.16154,1.1607264285714285,1.1607264285714285,1.1628671428571429,1.32,2025-12-01 12:00:00,2025-12-01 12:30:00,CLOSED_SL,-107.39142857144124,-8.135714285715245,TrendFollowing,M15,75.0,0.0,-8.399999999999519
12,GBPUSD,BUY,1.32457,1.3233975,1.3233975,1.326615,0.88,2025-12-01 12:00:00,2025-12-01 13:00:00,CLOSED_SL,-103.18000000000183,-11.725000000000207,TrendFollowing,M15,75.0,0.0,-13.400000000001189
14,GBPUSD,SELL,1.32101,1.3224257142857143,1.3224257142857143,1.3184785714285716,0.7,2025-12-01 19:30:00,2025-12-01 20:15:00,CLOSED_SL,-99.10000000000085,-14.15714285714298,TrendFollowing,M15,75.0,0.0,-16.300000000000203
13,EURUSD,BUY,1.16102,1.1622228571428572,1.1602685714285714,1.1622228571428572,1.41,2025-12-01 18:15:00,2025-12-01 20:45:00,CLOSED_TP,169.60285714287693,12.028571428572832,TrendFollowing,M15,75.0,13.100000000001444,-2.4999999999986144
15,GBPUSD,SELL,1.32091,1.3215007142857143,1.3215007142857143,1.3200285714285713,1.89,2025-12-02 17:00:00,2025-12-02 17:45:00,CLOSED_SL,-111.64499999998799,-5.907142857142222,TrendFollowing,M15,75.0,0.0,-4.699999999999704
16,GBPUSD,SELL,1.32083,1.3217282142857143,1.3217282142857143,1.3193335714285714,1.15,2025-12-02 19:00:00,2025-12-02 19:30:00,CLOSED_SL,-103.29464285715018,-8.982142857143494,TrendFollowing,M15,75.0,0.0,-7.800000000000029
17,GBPUSD,SELL,1.32118,1.3195978571428573,1.3221210714285714,1.3195978571428573,1.08,2025-12-02 19:30:00,2025-12-02 21:00:00,CLOSED_TP,170.87142857141745,15.821428571427543,TrendFollowing,M15,75.0,20.000000000000018,-7.299999999998974
18,GBPUSD,SELL,1.31874,1.3201192857142856,1.3201192857142856,1.3162814285714286,0.72,2025-12-03 02:15:00,2025-12-03 02:30:00,CLOSED_SL,-99.30857142856198,-13.79285714285583,TrendFollowing,M15,75.0,0.0,-21.899999999999142
19,GBPUSD,SELL,1.31966,1.321262142857143,1.321262142857143,1.3167557142857143,0.61,2025-12-03 03:00:00,2025-12-03 07:00:00,CLOSED_SL,-97.73071428571599,-16.021428571428853,TrendFollowing,M15,75.0,14.400000000001079,-15.499999999999403
