id,pair,direction,entry_price,exit_price,stop_loss,take_profit,position_size,entry_time,exit_time,status,pnl,pnl_pips,strategy,timeframe,confidence,mfe,mae
1,AUDUSD,BUY,0.65121,0.6505774999999999,0.6505774999999999,0.6521750000000001,1.88,2025-11-26 17:15:00,2025-11-26 17:45:00,CLOSED_SL,-118.91000000000673,-6.325000000000358,TrendFollowing,M15,75.0,0.0,-7.699999999999374
4,AUDUSD,SELL,0.64954,0.6503203571428572,0.6503203571428572,0.6485060714285714,1.45,2025-11-26 19:45:00,2025-11-26 20:30:00,CLOSED_SL,-113.15178571429108,-7.803571428571798,EMA_RSI_Scalping,M15,70.0,0.0,-8.700000000000374
3,NZDUSD,SELL,0.56758,0.5666246428571428,0.5683132142857142,0.5666246428571428,1.56,2025-11-26 19:15:00,2025-11-26 23:00:00,CLOSED_TP,149.0357142857257,9.55357142857216,EMA_RSI_Scalping,M15,70.0,9.700000000000264,-6.000000000000449
6,GBPUSD,SELL,1.31314,1.3154139285714286,1.3154139285714286,1.3088921428571427,0.46,2025-11-26 23:00:00,2025-11-26 23:15:00,CLOSED_SL,-104.60071428571594,-22.739285714286073,TrendFollowing,M15,75.0,0.0,-24.500000000000632
2,EURUSD,SELL,1.15761,1.1563778571428573,1.1585092857142856,1.1563778571428573,1.24,2025-11-26 19:00:00,2025-11-27 00:30:00,CLOSED_TP,152.78571428569253,12.321428571426818,EMA_RSI_Scalping,M15,70.0,7.300000000001194,-3.4000000000000696
5,USDCHF,BUY,0.80652,0.8078575,0.8055575,0.8078575,1.15,2025-11-26 19:45:00,2025-11-27 00:30:00,CLOSED_TP,153.812499999999,13.374999999999915,EMA_RSI_Scalping,M15,70.0,8.599999999999719,-4.8000000000003595
7,AUDUSD,BUY,0.6501399999999999,0.6493575,0.6493575,0.6514049999999999,1.44,2025-11-27 00:15:00,2025-11-27 00:30:00,CLOSED_SL,-112.67999999998679,-7.824999999999083,TrendFollowing,M15,75.0,0.0,-9.799999999999809
8,NZDUSD,BUY,0.56801,0.5672821428571428,0.5672821428571428,0.5691657142857143,1.56,2025-11-27 00:15:00,2025-11-27 00:30:00,CLOSED_SL,-113.54571428571836,-7.27857142857169,TrendFollowing,M15,75.0,0.0,-9.000000000000119
9,EURUSD,SELL,1.15502,1.1564432142857142,1.1564432142857142,1.1524735714285714,0.75,2025-11-27 00:45:00,2025-11-27 01:30:00,CLOSED_SL,-106.7410714285677,-14.23214285714236,TrendFollowing,M15,75.0,0.0,-25.699999999999612
10,USDJPY,BUY,156.67369,156.4896075,156.4896075,157.011855,0.57,2025-11-27 01:00:00,2025-11-27 02:15:00,CLOSED_SL,-104.92702499999324,-18.408249999998816,TrendFollowing,M15,75.0,3.6480000000011614,-17.41700000000037
12,NZDUSD,BUY,0.56735,0.5688164285714286,0.5664667857142858,0.5688164285714286,1.26,2025-11-27 01:15:00,2025-11-27 02:15:00,CLOSED_TP,184.76999999999546,14.664285714285352,TrendFollowing,M15,75.0,13.999999999999568,0.0
11,AUDUSD,BUY,0.64963,0.65112,0.6487350000000001,0.65112,1.24,2025-11-27 01:15:00,2025-11-27 03:00:00,CLOSED_TP,184.7599999999989,14.899999999999913,TrendFollowing,M15,75.0,17.399999999999636,0.0
13,USDCHF,SELL,0.80576,0.8040742857142857,0.8069314285714286,0.8040742857142857,0.92,2025-11-27 02:45:00,2025-11-27 07:15:00,CLOSED_TP,155.08571428571472,16.857142857142904,EMA_RSI_Scalping,M15,70.0,17.599999999999838,0.0
14,USDJPY,BUY,156.51605999999998,156.4054839285714,156.4054839285714,156.70721214285714,1.0,2025-11-27 06:00:00,2025-11-27 10:00:00,CLOSED_SL,-110.57607142856796,-11.057607142856796,TrendFollowing,M15,75.0,0.0,-16.87599999999918
15,NZDUSD,BUY,0.57036,0.571025,0.5698775,0.571025,2.67,2025-11-27 09:15:00,2025-11-27 11:30:00,CLOSED_TP,177.5550000000071,6.650000000000267,TrendFollowing,M15,75.0,5.600000000000049,-4.299999999999304
16,EURUSD,BUY,1.1602999999999999,1.1610635714285713,1.1597682142857142,1.1610635714285713,2.34,2025-11-27 10:45:00,2025-11-27 12:45:00,CLOSED_TP,178.67571428571205,7.63571428571419,TrendFollowing,M15,75.0,6.300000000001305,-0.8999999999992347
17,AUDUSD,BUY,0.65256,0.6532250000000001,0.6520775000000001,0.6532250000000001,2.64,2025-11-27 11:00:00,2025-11-27 13:00:00,CLOSED_TP,175.56000000000705,6.650000000000267,TrendFollowing,M15,75.0,7.199999999999429,-1.9000000000002348
19,USDCAD,SELL,1.40289,1.4034517857142856,1.4034517857142856,1.4020664285714286,2.3,2025-11-27 13:15:00,2025-11-27 14:30:00,CLOSED_SL,-129.2107142857035,-5.617857142856675,TrendFollowing,M15,75.0,0.0,-5.5000000000005045
18,USDCHF,SELL,0.80332,0.8038689285714286,0.8038689285714286,0.802522142857143,2.25,2025-11-27 11:00:00,2025-11-27 16:00:00,CLOSED_SL,-123.50892857141693,-5.489285714285197,TrendFollowing,M15,75.0,5.800000000000249,-4.799999999999249
20,AUDUSD,BUY,0.65359,0.652995,0.652995,0.6544800000000001,2.12,2025-11-27 15:45:00,2025-11-27 17:15:00,CLOSED_SL,-126.14000000000259,-5.950000000000122,TrendFollowing,M15,75.0,2.100000000000435,-8.500000000000174
21,GBPUSD,BUY,1.32656,1.3255760714285714,1.3255760714285714,1.3282278571428572,1.17,2025-11-27 16:30:00,2025-11-27 17:15:00,CLOSED_SL,-115.11964285714548,-9.83928571428594,TrendFollowing,M15,75.0,0.0,-12.999999999998568
22,AUDUSD,SELL,0.65263,0.6532035714285715,0.6532035714285715,0.6519407142857142,2.14,2025-11-27 17:45:00,2025-11-27 18:45:00,CLOSED_SL,-122.7442857143024,-5.735714285715066,EMA_RSI_Scalping,M15,70.0,0.900000000000345,-5.1000000000001044
24,NZDUSD,SELL,0.57175,0.5724189285714286,0.5724189285714286,0.5709017857142856,1.78,2025-11-27 18:00:00,2025-11-27 18:45:00,CLOSED_SL,-119.06928571429788,-6.689285714286397,EMA_RSI_Scalping,M15,70.0,0.0,-6.700000000000594
25,NZDUSD,BUY,0.57252,0.5718082142857143,0.5718082142857143,0.573439642857143,1.62,2025-11-27 18:45:00,2025-11-27 19:15:00,CLOSED_SL,-115.30928571429344,-7.11785714285762,EMA_RSI_Scalping,M15,70.0,0.0,-5.3000000000003045
